Species,Genus,Order,Vore,OrderVore,carni,herbi,insecti,omni,Conservation,conservation_cat,BodyWt,BrainWt,BrainBodyWtRatio,TotalSleep,Awake,NonDreaming,Dreaming,DreamRatio,rem,sws,LifeSpan,Gestation,BodyWt_log,BrainWt_log,BrainBodyWtRatio_log,Dreaming_log,rem_log,sws_log,DreamRatio_log,NonDreaming_log,Awake_log,TotalSleep_log,LifeSpan_log,Gestation_log,Predation,Exposure,Danger,BodyWt_norm,BrainWt_norm,BrainBodyWtRatio_norm,TotalSleep_norm,Awake_norm,NonDreaming_norm,Dreaming_norm,rem_norm,sws_norm,DreamRatio_norm,LifeSpan_norm,Gestation_norm
Horse,Equus,Perissodactyla,herbi,Perissodactyla-herbi,0,1,0,0,domesticated,0,521.0,655.0,1.2571976967370442,2.9,21.1,2.1,0.8,0.03333333333333333,0.27586206896551724,0.7241379310344828,46.0,336.0,5.020033780720014,3.7193312869837265,0.7408976611408917,-0.09691001300805639,-0.2095813854047727,-0.2095813854047727,-0.004037917208669016,-0.09691001300805639,-0.09691001300805639,0.4623979978989561,1.662757831681574,2.526339277389844,5.0,5.0,5.0,0.07829807506618204,0.11464916857205885,1.4642654813052656,0.05555555555555555,0.9444444444444444,0.030674846625766878,0.1076923076923077,1.9384615384615387,0.5521472392638038,0.004487179487179488,0.4489795918367347,0.5118483412322274
House mouse,Mus,Rodentia,herbi,Rodentia-herbi,0,1,0,0,nt,2,0.022,0.4,18.181818181818183,12.5,11.5,11.9,1.3,0.05416666666666667,0.10400000000000001,0.9520000000000001,3.2,19.0,0.6456187382426951,0.505149978319906,0.7824276905203682,0.11394335230683679,0.10387666349618774,0.10387666349618774,0.004747639679451533,0.11394335230683679,0.11394335230683679,1.0969100130080565,0.505149978319906,1.2787536009528289,4.0,1.0,3.0,2.5548561428134526e-06,4.551932295259338e-05,17.81678513705539,0.5888888888888889,0.41111111111111115,0.6319018404907977,0.1846153846153846,0.31349782293178513,1.0730408612107885,0.007692307692307692,0.012244897959183675,0.011058451816745656
Human,Homo,Primates,omni,Primates-omni,0,0,0,1,lc,1,62.0,1320.0,21.29032258064516,8.0,16.0,7.2,0.8,0.03333333333333333,0.1,0.9,100.0,267.0,4.095587746918743,4.023663918197793,0.9824387039991853,-0.09691001300805639,-0.10730936496245409,-0.10730936496245409,-0.004037917208669016,-0.09691001300805639,-0.09691001300805639,0.9030899869919435,2.0,2.4265112613645754,1.0,1.0,1.0,0.009316959210218823,0.2310735907392688,24.80139555465991,0.33888888888888885,0.6611111111111111,0.34355828220858897,0.1076923076923077,0.3177805800756621,1.0137785376646888,0.004487179487179488,1.0,0.4028436018957346
Jaguar,Panthera,Carnivora,carni,Carnivora-carni,1,0,0,0,nt,2,100.0,157.0,1.57,10.4,13.6,8.6,1.8,0.075,0.17307692307692307,0.8269230769230769,22.4,100.0,4.303196057420489,3.0989896394011773,0.7201599922590648,0.25527250510330607,0.2509971848900354,0.2509971848900354,0.01063635437930442,0.25527250510330607,0.25527250510330607,1.0170333392987803,1.3502480183341627,2.0,1.0,1.0,1.0,0.01502781411768419,0.027462157685937686,1.8274219704129298,0.4722222222222222,0.5277777777777778,0.42944785276073627,0.26153846153846155,0.5538461538461539,0.9094189823168533,0.010897435897435899,0.20816326530612245,0.13902053712480253
Laboratory rat,Rattus,Rodentia,herbi,Rodentia-herbi,0,1,0,0,lc,1,0.32,1.9000000000000001,5.9375,13.0,11.0,10.6,2.6,0.10833333333333334,0.2,0.8153846153846154,4.7,21.0,1.8083460357403949,1.1818435879447726,0.6535494670746951,0.414973347970818,0.37252643692469667,0.37252643692469667,0.01729055616545075,0.414973347970818,0.414973347970818,1.1139433523068367,0.6720978579357175,1.3222192947339193,3.0,1.0,3.0,4.733998146977868e-05,0.00030813080152524753,6.508891468872982,0.6166666666666667,0.38333333333333336,0.5521472392638038,0.38461538461538464,0.6237006237006237,0.895373901508871,0.016025641025641028,0.027551020408163266,0.014218009478672985
Lesser short-tailed shrew,Cryptotis,Soricomorpha,omni,Soricomorpha-omni,0,0,0,1,lc,1,0.005,0.14,28.000000000000004,9.1,14.9,7.7,1.4,0.05833333333333333,0.15384615384615385,0.8461538461538463,2.6,21.5,0.002166061756507726,0.04921802267018165,22.7223543014463,0.146128035678238,0.1523688516973972,0.1523688516973972,0.006088668153259917,0.146128035678238,0.146128035678238,0.9590413923210935,0.414973347970818,1.3324384599156054,5.0,2.0,4.0,0.0,0.0,,0.39999999999999997,0.6000000000000001,0.3742331288343559,0.19999999999999998,0.5,0.9355828220858898,0.008333333333333333,0.006122448979591837,0.015007898894154818
Lion,Panthera,Carnivora,carni,Carnivora-carni,1,0,0,0,vu,3,161.499,1155.844088401467,7.156973655573514,13.5,10.5,11.2,2.3,0.09583333333333333,0.17037037037037037,0.8296296296296296,22.3875,66.83333333333333,4.511365894949366,3.965989243123598,0.879110525609032,0.36172783601759284,0.32001860521182063,0.32001860521182063,0.015071993167399702,0.36172783601759284,0.36172783601759284,1.130333768495006,1.3500055988570878,1.8249931222365385,1.0,2.0,1.0,0.024270231642795043,0.20233410629838036,8.336719207146343,0.6444444444444444,0.35555555555555557,0.588957055214724,0.3384615384615384,0.5251989389920424,0.9138988787814684,0.014102564102564101,0.20803571428571427,0.08662453923117429
Little brown bat,Myotis,Chiroptera,insecti,Chiroptera-insecti,0,0,1,0,en,4,0.01,0.25,25.0,19.9,4.1,17.9,2.0,0.08333333333333333,0.10050251256281408,0.8994974874371859,24.0,50.0,0.30319605742048894,0.3010299956639812,0.9928559039489628,0.3010299956639812,0.2317660104375232,0.2317660104375232,0.012542916485999216,0.3010299956639812,0.3010299956639812,1.2988530764097066,1.380211241711606,1.6989700043360187,1.0,1.0,1.0,7.514282772980744e-07,1.9258175095327964e-05,25.628760158687356,1.0,0.0,1.0,0.29230769230769227,0.29230769230769227,1.0,0.012179487179487178,0.22448979591836735,0.06003159557661927
Long-nosed armadillo,Dasypus,Cingulata,carni,Cingulata-carni,1,0,0,0,lc,1,3.5,10.8,3.085714285714286,17.4,6.6,14.3,3.1,0.12916666666666668,0.17816091954022992,0.8218390804597703,6.5,120.0,2.8472641017707647,1.9365137424788934,0.6801314079977832,0.4913616938342727,0.3960839882128883,0.3960839882128883,0.02047340390976136,0.4913616938342727,0.4913616938342727,1.2405492482825997,0.8129133566428556,2.0791812460476247,2.0,1.0,1.0,0.000525248365831354,0.0018662922410563286,3.5531614422110454,0.861111111111111,0.1388888888888889,0.7791411042944787,0.46153846153846156,0.5359801488833748,0.9048090243419753,0.019230769230769232,0.04591836734693878,0.17061611374407584
Macaque,Macaca,Primates,omni,Primates-omni,0,0,0,1,en,4,6.8,179.0,26.323529411764707,10.1,13.9,9.1,1.0,0.041666666666666664,0.09900990099009901,0.900990099009901,29.0,164.0,3.135704970126725,3.1559430179718366,1.0064540663225385,0.0,0.0,0.0,0.0,0.0,0.0,1.0043213737826426,1.462397997898956,2.214843848047698,2.0,3.0,2.0,0.001021191028848083,0.03131379270500328,30.663991183241837,0.4555555555555555,0.5444444444444445,0.46012269938650313,0.13846153846153847,0.3039399624765479,1.01002543767769,0.0057692307692307696,0.2755102040816326,0.2401263823064771
Mole rat,Spalax,Rodentia,insecti,Rodentia-insecti,0,0,1,0,lc,1,0.122,3.0,24.59016393442623,10.6,13.4,8.2,2.4,0.09999999999999999,0.22641509433962265,0.7735849056603773,20.0,30.0,1.389555888095237,1.380211241711606,0.9932750841735193,0.38021124171160603,0.3708271400685122,0.3708271400685122,0.015842135071316918,0.38021124171160603,0.38021124171160603,1.0253058652647702,1.3010299956639813,1.4771212547196624,2.0,1.0,1.0,1.7583421688774937e-05,0.0005007125524785272,28.4764001763193,0.4833333333333333,0.5166666666666667,0.40490797546012275,0.3538461538461538,0.7320954907161804,0.8377406388830126,0.014743589743589742,0.1836734693877551,0.02843601895734597
Mongolian gerbil,Meriones,Rodentia,herbi,Rodentia-herbi,0,1,0,0,lc,1,0.053,0.7130115041072638,13.453047247306865,14.2,9.8,11.8,1.9,0.07916666666666666,0.13380281690140844,0.8309859154929579,5.8999999999999995,31.714285714285715,1.027471927021278,0.7561865240387575,0.7359680631187674,0.2787536009528289,0.24191306135451332,0.24191306135451332,0.011614733373034538,0.2787536009528289,0.2787536009528289,1.1522883443830565,0.7708520116421441,1.501254934436382,4.0,1.0,3.0,7.213711462061514e-06,0.00010031959888849933,13.90679394596,0.6833333333333332,0.3166666666666667,0.6257668711656443,0.2769230769230769,0.4052532833020638,0.9157563968277723,0.011538461538461537,0.03979591836734693,0.03114421123899797
Mongoose lemur,Lemur,Primates,herbi,Primates-herbi,0,1,0,0,vu,3,1.67,3.2754589371980676,1.961352657004831,9.5,14.5,8.6,1.0,0.041666666666666664,0.10526315789473684,0.9052631578947368,39.3,252.0,2.525912528568072,1.4183621462598033,0.5615246490993361,0.0,0.0,0.0,0.0,0.0,0.0,0.9777236052888477,1.5943925503754266,2.401400540781544,1.0,4.0,1.0,0.00025022561634025875,0.0005489383383342848,2.193773548699483,0.4222222222222222,0.5777777777777778,0.42944785276073627,0.13846153846153847,0.3279352226720648,1.0171133354859543,0.0057692307692307696,0.38061224489795914,0.3791469194312796
Mountain beaver,Aplodontia,Rodentia,herbi,Rodentia-herbi,0,1,0,0,nt,2,1.35,8.1,5.999999999999999,14.4,9.6,8.4,2.8,0.11666666666666665,0.19444444444444442,0.5833333333333334,5.8999999999999995,45.0,2.433529825915495,1.8115750058705933,0.7444227667064149,0.4471580313422192,0.38602599306664215,0.38602599306664215,0.018631584639259135,0.4471580313422192,0.4471580313422192,1.1583624920952498,0.7708520116421441,1.6532125137753437,3.0,1.0,3.0,0.00020213420659318201,0.0013935915796255511,6.894387660126779,0.6944444444444444,0.3055555555555556,0.41717791411042954,0.41538461538461535,0.5981538461538461,0.6007361963190185,0.017307692307692305,0.03979591836734693,0.052132701421800945
Musk shrew,Suncus,Soricomorpha,insecti,Soricomorpha-insecti,0,0,1,0,lc,1,0.048,0.33,6.875,12.8,11.2,10.8,2.0,0.08333333333333333,0.15625,0.84375,2.0,30.0,0.9844372947960761,0.42160392686983106,0.42826895029120704,0.3010299956639812,0.271881579751056,0.271881579751056,0.012542916485999216,0.3010299956639812,0.3010299956639812,1.1072099696478683,0.3010299956639812,1.4771212547196624,4.0,1.0,3.0,6.46228318476344e-06,3.326412061920286e-05,5.147425401850527,0.6055555555555556,0.39444444444444443,0.5644171779141106,0.29230769230769227,0.4827099505998587,0.9320650644453202,0.012179487179487178,0.0,0.02843601895734597
North American Opossum,Didelphis,Didelphimorphia,omni,Didelphimorphia-omni,0,0,0,1,lc,1,1.7,6.3,3.7058823529411766,18.0,6.0,13.8,5.6,0.2333333333333333,0.3111111111111111,0.7666666666666667,5.0,12.0,2.5336449787987627,1.7024305364455252,0.6719293944855178,0.7481880270062004,0.5960363378983006,0.5960363378983006,0.03117450112525835,0.7481880270062004,0.7481880270062004,1.255272505103306,0.6989700043360189,1.0791812460476249,2.0,1.0,1.0,0.0002547341860040472,0.0010784578053383662,4.23365949524039,0.8944444444444445,0.10555555555555557,0.7484662576687119,0.8461538461538461,0.9460105112279025,0.8367945737911064,0.035256410256410256,0.030612244897959183,0.0
Northern fur seal,Callorhinus,Carnivora,carni,Carnivora-carni,1,0,0,0,vu,3,20.49,146.64639020270127,7.156973655573513,8.7,15.3,7.2,1.4,0.05833333333333333,0.16091954022988506,0.8275862068965518,22.3875,66.83333333333333,3.614738015821684,3.0693613639959154,0.8491241552116201,0.146128035678238,0.15553490284627106,0.15553490284627106,0.006088668153259917,0.146128035678238,0.146128035678238,0.9395192526186185,1.3500055988570878,1.8249931222365385,1.0,2.0,1.0,0.0030786016520902106,0.025649506500982393,8.331544447644829,0.3777777777777777,0.6222222222222222,0.34355828220858897,0.19999999999999998,0.5294117647058824,0.9094189823168534,0.008333333333333333,0.20803571428571427,0.08662453923117429
Northern grasshopper mouse,Onychomys,Rodentia,carni,Rodentia-carni,1,0,0,0,lc,1,0.028,0.1456,5.2,14.5,9.5,12.0,2.5,0.10416666666666667,0.1724137931034483,0.8275862068965517,3.0,34.0,0.7503540887627081,0.06625136196896199,0.08829346432723086,0.3979400086720376,0.34264764304357337,0.34264764304357337,0.016580833694668232,0.3979400086720376,0.3979400086720376,1.1613680022349748,0.47712125471966244,1.5314789170422551,2.0,2.0,2.0,3.4565700755711417e-06,9.80416186671241e-07,0.2836384523491089,0.7,0.30000000000000004,0.638036809815951,0.3692307692307692,0.5274725274725275,0.91148115687993,0.015384615384615384,0.01020408163265306,0.03475513428120063
Owl monkey,Aotus,Primates,omni,Primates-omni,0,0,0,1,lc,1,0.48,15.500000000000002,32.29166666666667,17.0,7.0,15.3,1.7,0.07083333333333333,0.09999999999999999,0.9,12.0,140.0,1.984437294796076,2.093421685162235,1.0549195435159158,0.2304489213782739,0.187288490708041,0.187288490708041,0.009602038390761413,0.2304489213782739,0.2304489213782739,1.2304489213782739,1.0791812460476249,2.146128035678238,2.0,2.0,2.0,7.138568634331705e-05,0.002689141540583978,37.67059866386966,0.8388888888888889,0.16111111111111112,0.8404907975460125,0.24615384615384614,0.293428425878757,1.001909559988624,0.010256410256410256,0.10204081632653061,0.20221169036334913
Patas monkey,Erythrocebus,Primates,omni,Primates-omni,0,0,0,1,lc,1,10.0,115.0,11.5,10.9,13.1,9.8,1.1,0.04583333333333334,0.10091743119266056,0.8990825688073395,20.2,170.0,3.303196057420489,2.963787827345555,0.8972485362131418,0.04139268515822508,0.039899390694562886,0.039899390694562886,0.0017246952149260449,0.04139268515822508,0.04139268515822508,1.0374264979406236,1.3053513694466237,2.230448921378274,4.0,4.0,4.0,0.0015021051263188505,0.020109036285903367,13.387236308276096,0.5,0.5,0.5030674846625769,0.15384615384615385,0.3076923076923077,1.0061349693251538,0.006410256410256411,0.18571428571428572,0.24960505529225907
Phalanger,Phalanger,Diprotodontia,herbi,Diprotodontia-herbi,0,1,0,0,lc,1,1.62,11.4,7.037037037037037,13.7,10.3,11.9,1.8,0.075,0.13138686131386862,0.8686131386861314,13.0,17.0,2.51271107196312,1.9599948383284163,0.7800319185910699,0.25527250510330607,0.22456926748663458,0.22456926748663458,0.01063635437930442,0.25527250510330607,0.25527250510330607,1.1367205671564067,1.1139433523068367,1.2304489213782739,2.0,1.0,2.0,0.00024271133356727805,0.0019713368324853903,8.122145775030107,0.6555555555555554,0.3444444444444445,0.6319018404907977,0.26153846153846155,0.39895697522816176,0.9639180617656238,0.010897435897435899,0.11224489795918367,0.007898894154818325
Pig,Sus,Artiodactyla,omni,Artiodactyla-omni,0,0,0,1,domesticated,0,86.25,180.0,2.0869565217391304,9.1,14.9,6.5,1.9,0.07916666666666666,0.2087912087912088,0.7142857142857143,27.0,115.0,4.2389551611658005,3.1583624920952498,0.7450804200596061,0.2787536009528289,0.2906585713450628,0.2906585713450628,0.011614733373034538,0.2787536009528289,0.2787536009528289,0.9590413923210935,1.4313637641589874,2.060697840353612,4.0,4.0,4.0,0.012961386355114485,0.031488867024051716,2.4294366483124237,0.39999999999999997,0.6000000000000001,0.30061349693251543,0.2769230769230769,0.6923076923076923,0.7515337423312887,0.011538461538461537,0.25510204081632654,0.1627172195892575
Pilot whale,Globicephalus,Cetacea,carni,Cetacea-carni,1,0,0,0,lc,1,800.0,4160.0,5.2,2.7,21.3,2.2,0.1,0.004166666666666667,0.037037037037037035,0.8148148148148149,54.0,420.0,5.206286044412432,4.522183317618686,0.868600626058964,-1.0,-2.3182290286938216,-2.3182290286938216,-0.041666666666666664,-1.0,-1.0,0.43136376415898736,1.7323937598229686,2.6232492903979003,1.0,1.0,1.0,0.1202277729394146,0.7282846568368272,6.057540941092086,0.04444444444444446,0.9555555555555557,0.036809815950920255,0.0,0.0,0.8282208588957054,0.0,0.5306122448979592,0.6445497630331753
Potoroo,Potorous,Diprotodontia,herbi,Diprotodontia-herbi,0,1,0,0,vu,3,1.1,7.740740740740741,7.037037037037037,11.1,12.9,9.2,1.5,0.0625,0.13513513513513514,0.8288288288288288,13.0,17.0,2.344588742578714,1.7918725089440104,0.7642587701641891,0.17609125905568124,0.16845631697494728,0.16845631697494728,0.007337135793986718,0.17609125905568124,0.17609125905568124,1.0453229787866574,1.1139433523068367,1.2304489213782739,2.0,1.0,2.0,0.0001645627927282783,0.001330694509448891,8.086241655160157,0.5111111111111111,0.48888888888888893,0.4662576687116565,0.21538461538461537,0.4214046822742475,0.9122432648706325,0.008974358974358974,0.11224489795918367,0.007898894154818325
Potto,Perodicticus,Primates,omni,Primates-omni,0,0,0,1,lc,1,1.1,20.91173509578591,19.010668268896282,11.0,13.0,9.9,1.1,0.04583333333333334,0.1,0.9,24.657142857142862,185.125,2.344588742578714,2.22348005573802,0.9483454455609593,0.04139268515822508,0.039747432210872534,0.039747432210872534,0.0017246952149260449,0.04139268515822508,0.04139268515822508,1.0413926851582251,1.391942751364934,2.267465071529265,2.0,2.0,2.0,0.0001645627927282783,0.0036365973773492192,22.09853951223271,0.5055555555555555,0.49444444444444446,0.5092024539877302,0.15384615384615385,0.3043110735418428,1.0072136452504554,0.006410256410256411,0.23119533527696798,0.27349921011058453
Rabbit,Oryctolagus,Lagomorpha,herbi,Lagomorpha-herbi,0,1,0,0,domesticated,0,2.5,12.1,4.84,8.4,15.6,7.5,0.9,0.0375,0.10714285714285714,0.8928571428571428,18.0,31.0,2.7011360660925265,1.9858753573083936,0.7352000449874294,-0.045757490560675115,-0.049506130074207455,-0.049506130074207455,-0.0019065621066947965,-0.045757490560675115,-0.045757490560675115,0.9242792860618817,1.255272505103306,1.4913616938342726,5.0,5.0,5.0,0.0003749627103717391,0.002093888855819295,5.584258908688301,0.3611111111111111,0.6388888888888888,0.36196319018404916,0.12307692307692308,0.3408284023668639,1.0023596035865976,0.005128205128205128,0.16326530612244897,0.030015797788309637
Raccoon,Procyon,Carnivora,carni,Carnivora-carni,1,0,0,0,vu,3,4.288,39.2,9.14179104477612,12.5,11.5,10.4,2.1,0.08750000000000001,0.168,0.8320000000000001,13.7,63.0,2.9354508341052026,2.496376054012401,0.8504233915310517,0.3222192947339193,0.29375180362361475,0.29375180362361475,0.013425803947246637,0.3222192947339193,0.3222192947339193,1.0969100130080565,1.1367205671564067,1.7993405494535817,2.0,2.0,2.0,0.0006436734623335305,0.006838402902031913,10.624024916671921,0.5888888888888889,0.41111111111111115,0.539877300613497,0.3076923076923077,0.5224963715529753,0.916772774626693,0.012820512820512822,0.1193877551020408,0.08056872037914692
Red fox,Vulpes,Carnivora,carni,Carnivora-carni,1,0,0,0,lc,1,4.23,50.4,11.914893617021274,9.8,14.2,7.4,2.4,0.09999999999999999,0.24489795918367344,0.7551020408163265,9.8,52.0,2.9295364247955313,2.6055205234374688,0.889396868864439,0.38021124171160603,0.3835767147731471,0.3835767147731471,0.015842135071316918,0.38021124171160603,0.38021124171160603,0.9912260756924949,0.9912260756924949,1.7160033436347992,1.0,1.0,1.0,0.0006349568943168728,0.008799235275374396,13.858004148204698,0.4388888888888889,0.5611111111111111,0.3558282208588958,0.3538461538461538,0.8062317429406036,0.8107478449949524,0.014743589743589742,0.07959183673469389,0.0631911532385466
Rock hyrax,Procavia,Hyracoidea,herbi,Hyracoidea-herbi,0,1,0,0,lc,1,3.6,21.0,5.833333333333333,5.4,18.6,4.9,0.5,0.020833333333333332,0.09259259259259259,0.9074074074074074,6.0,225.0,2.8594985581877763,2.225309281725863,0.7782166126134246,-0.3010299956639812,-0.4110220651480497,-0.4110220651480497,-0.012542916485999216,-0.3010299956639812,-0.3010299956639812,0.7323937598229685,0.7781512503836436,2.3521825181113627,3.0,2.0,3.0,0.0005402769313773155,0.0036520502953503765,6.759589542422789,0.19444444444444448,0.8055555555555557,0.2024539877300614,0.06153846153846154,0.31648351648351647,1.0411919368974585,0.002564102564102564,0.04081632653061224,0.33649289099526064
Roe deer,Capreolus,Artiodactyla,herbi,Artiodactyla-herbi,0,1,0,0,lc,1,14.8,98.2,6.635135135135135,3.0,21.0,2.5,0.5,0.020833333333333332,0.16666666666666666,0.8333333333333334,17.0,150.0,3.473457772815446,2.8952014747788932,0.8335214256634416,-0.3010299956639812,-0.6309297535714574,-0.6309297535714574,-0.012542916485999216,-0.3010299956639812,-0.3010299956639812,0.47712125471966244,1.2304489213782739,2.1760912590556813,5.0,5.0,5.0,0.002223476272525002,0.01716778772588964,7.721147258474555,0.061111111111111116,0.9388888888888888,0.055214723926380375,0.06153846153846154,1.0069930069930069,0.9035136642498606,0.002564102564102564,0.15306122448979592,0.21800947867298578
Round-tailed muskrat,Neofiber,Rodentia,herbi,Rodentia-herbi,0,1,0,0,nt,2,0.266,3.578510567783626,13.453047247306865,14.6,9.4,12.1,2.5,0.10416666666666667,0.17123287671232876,0.8287671232876712,5.8999999999999995,31.714285714285715,1.7280776940515559,1.4567922910690356,0.8430131909483309,0.3979400086720376,0.3417692555096978,0.3417692555096978,0.016580833694668232,0.3979400086720376,0.3979400086720376,1.1643528557844371,0.7708520116421441,1.501254934436382,4.0,1.0,3.0,3.922455607495948e-05,0.0006019948961955696,15.347398579735016,0.7055555555555555,0.2944444444444445,0.6441717791411045,0.3692307692307692,0.5233192004845548,0.9129993720110143,0.015384615384615384,0.03979591836734693,0.03114421123899797
Sheep,Ovis,Artiodactyla,herbi,Artiodactyla-herbi,0,1,0,0,domesticated,0,55.5,175.0,3.1531531531531534,3.8,20.2,3.2,0.6,0.024999999999999998,0.15789473684210525,0.8421052631578948,20.0,151.0,4.047489040543165,3.146128035678238,0.7773036576909506,-0.2218487496163564,-0.3826406109294955,-0.3826406109294955,-0.009243697900681516,-0.2218487496163564,-0.2218487496163564,0.5797835966168101,1.3010299956639813,2.1789769472931693,5.0,5.0,5.0,0.008340102449731327,0.030613495428809534,3.6706378145025944,0.10555555555555556,0.8944444444444445,0.098159509202454,0.07692307692307693,0.728744939271255,0.9299321924443011,0.0032051282051282055,0.1836734693877551,0.21958925750394945
Short-nosed echidna,Tachyglossus,Monotremata,insecti,Monotremata-insecti,0,0,1,0,lc,1,4.5,25.0,5.555555555555555,8.6,15.4,6.9,1.7,0.07083333333333333,0.19767441860465115,0.8023255813953489,50.0,28.0,2.9564085711958326,2.3010299956639813,0.7783193493899396,0.2304489213782739,0.24660171568139894,0.24660171568139894,0.009602038390761413,0.2304489213782739,0.2304489213782739,0.9344984512435677,1.6989700043360187,1.4471580313422192,2.0,2.0,2.0,0.0006755340212909689,0.0043523475715441205,6.442825134441984,0.3722222222222222,0.6277777777777778,0.32515337423312896,0.24615384615384614,0.661308840413318,0.8735463785367644,0.010256410256410256,0.4897959183673469,0.02527646129541864
Slow loris,Nyctibeus,Primates,carni,Primates-carni,1,0,0,0,en,4,1.4,12.5,8.928571428571429,11.0,13.0,9.9,1.1,0.04583333333333334,0.1,0.9,12.7,90.0,2.449324093098727,2.0,0.8165518012235486,0.04139268515822508,0.039747432210872534,0.039747432210872534,0.0017246952149260449,0.04139268515822508,0.04139268515822508,1.0413926851582251,1.1038037209559568,1.954242509439325,2.0,2.0,2.0,0.00020964848936616274,0.0021639185834386697,10.321651207604294,0.5055555555555555,0.49444444444444446,0.5092024539877302,0.15384615384615385,0.3043110735418428,1.0072136452504554,0.006410256410256411,0.10918367346938775,0.12322274881516587
Squirrel monkey,Saimiri,Primates,omni,Primates-omni,0,0,0,1,nt,2,0.743,20.0,26.917900403768506,9.6,14.4,8.6,1.0,0.041666666666666664,0.10416666666666667,0.8958333333333334,24.657142857142862,185.125,2.174184871181064,2.2041199826559246,1.0137684296637568,0.0,0.0,0.0,0.0,0.0,0.0,0.9822712330395684,1.391942751364934,2.267465071529265,2.0,2.0,2.0,0.00011091081372919577,0.00347697597630194,31.34929642470627,0.42777777777777776,0.5722222222222223,0.42944785276073627,0.13846153846153847,0.3236763236763237,1.0039040713887342,0.0057692307692307696,0.23119533527696798,0.27349921011058453
Star-nosed mole,Condylura,Soricomorpha,omni,Soricomorpha-omni,0,0,0,1,lc,1,0.06,1.0,16.666666666666668,10.3,13.7,8.1,2.2,0.09166666666666667,0.21359223300970875,0.7864077669902911,3.5,21.5,1.0813473078041325,0.9030899869919435,0.8351525735296165,0.3424226808222063,0.33808263802891175,0.33808263802891175,0.014267611700925262,0.3424226808222063,0.3424226808222063,1.0128372247051722,0.5440680443502757,1.3324384599156054,3.0,1.0,2.0,8.265711050278818e-06,0.00015056391438165502,18.215482426835646,0.4666666666666667,0.5333333333333333,0.3987730061349694,0.3230769230769231,0.6923076923076923,0.8545135845749344,0.013461538461538462,0.015306122448979591,0.015007898894154818
Tenrec,Tenrec,Afrosoricida,omni,Afrosoricida-omni,0,0,0,1,lc,1,0.9,2.6,2.888888888888889,15.6,8.4,11.0,2.3,0.09583333333333333,0.14743589743589744,0.7051282051282052,4.5,60.0,2.257438566859814,1.3180633349627615,0.5838756165117882,0.36172783601759284,0.3031769159034036,0.3031769159034036,0.015071993167399702,0.36172783601759284,0.36172783601759284,1.1931245983544616,0.6532125137753437,1.7781512503836436,2.0,1.0,2.0,0.0001345056616363553,0.0004306828248591527,3.2019680035739415,0.7611111111111111,0.23888888888888893,0.5766871165644173,0.3384615384615384,0.4446939921392476,0.7576911020554388,0.014102564102564101,0.025510204081632654,0.07582938388625593
Thick-tailed opposum,Lutreolina,Didelphimorphia,carni,Didelphimorphia-carni,1,0,0,0,lc,1,0.37,0.4122857142857143,1.1142857142857143,19.4,4.6,16.1,6.6,0.27499999999999997,0.3402061855670103,0.829896907216495,3.0,14.0,1.8713977814874838,0.5182882737351622,0.2769524891299165,0.8195439355418687,0.6363898389748802,0.6363898389748802,0.034147663980911194,0.8195439355418687,0.8195439355418687,1.287801729930226,0.47712125471966244,1.146128035678238,2.0,1.0,1.0,5.485426424275942e-05,4.7670236015188454e-05,0.869034279709271,0.9722222222222222,0.027777777777777776,0.8895705521472396,1.0,1.0285714285714287,0.9149868536371607,0.041666666666666664,0.01020408163265306,0.00315955766192733
Thirteen-lined ground squirrel,Spermophilus,Rodentia,herbi,Rodentia-herbi,0,1,0,0,lc,1,0.101,4.0,39.603960396039604,13.8,10.2,11.5,3.4,0.14166666666666666,0.24637681159420288,0.8333333333333333,5.8999999999999995,31.714285714285715,1.3075174312031315,1.505149978319906,1.1511509846066985,0.5314789170422551,0.4662590299118577,0.4662590299118577,0.02214495487676063,0.5314789170422551,0.5314789170422551,1.1398790864012365,0.7708520116421441,1.501254934436382,4.0,1.0,3.0,1.4427422924123027e-05,0.0006757868715269632,46.84044233547974,0.6611111111111111,0.33888888888888885,0.6073619631901842,0.5076923076923077,0.7679379444085326,0.9186987678506988,0.02115384615384615,0.03979591836734693,0.03114421123899797
Three-toed sloth,Bradypus,Pilosa,herbi,Pilosa-herbi,0,1,0,0,cr,5,3.85,31.339000000000002,8.14,14.4,9.6,12.0,2.2,0.09166666666666667,0.1527777777777778,0.8333333333333333,27.0,180.0,2.8886567869289896,2.3991751213896455,0.8305504247668947,0.3424226808222063,0.29560926148673117,0.29560926148673117,0.014267611700925262,0.3424226808222063,0.3424226808222063,1.1583624920952498,1.4313637641589874,2.255272505103306,4.0,3.0,5.0,0.0005778483452422192,0.005462143679992157,9.452555718062266,0.6944444444444444,0.3055555555555556,0.638036809815951,0.3230769230769231,0.4652307692307693,0.9187730061349695,0.013461538461538462,0.25510204081632654,0.26540284360189575
